,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory,Do Not Drive Advisory,Stock Abbreviation,fuzzy_company,ticker,open,close,market_cap,eps,full_name
273,2025-06-20,25V426000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V426000),"Kia America, Inc.",Rearview Camera Image May Not Display/FMVSS 111,BACK OVER PREVENTION,SC342,Vehicle,11327,"Kia America, Inc. (Kia) is recalling certain 2020-2022 Niro EV vehicles. The circuit board for the rearview camera may become damaged and cause the rearview camera image not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 111, ""Rear Visibility.""","A rearview image that does not display reduces the driver's view of what is behind the vehicle, increasing the risk of a crash.","Dealers will replace the rearview camera, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 19, 2025. A second notice will be sent once the final remedy is available. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC342.",No,No,NYSE:KRX,BANK OF AMERICA CORP /DE/,BACRP,190.03897094726562,190.03897094726562,,,Bank of America Corporation PFD SER B 7%
274,2025-06-20,25V425000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V425000),"Forest River, Inc.",Patio Door Transit Latch Cannot be Unlocked from the Inside,,69-1945,Vehicle,126,"Forest River, Inc. (Forest River) is recalling certain 2025-2026 Wildwood and Salem travel trailer recreational trailers. The exterior transit latch on the rear patio door cannot be unlocked from inside the vehicle.","A door that remains locked can prevent or delay occupants from evacuating during an emergency, increasing the risk of injury.","Dealers will remove the exterior transit latch, free of charge. Owner notification letters were mailed July 22, 2025. Owners may contact Forest River customer service at 1-574-534-3167. Forest River's number for this recall is 69-1945.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,146.08999633789062,147.4499969482422,9697161216,-1.3,"Charles River Laboratories International, Inc."
275,2025-06-20,25V424000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V424000),"Forest River, Inc.",Incorrectly Installed Griddle May Cause Fire,EQUIPMENT,62-1943,Vehicle,78,"Forest River, Inc. (Forest River) is recalling certain 2026 Sabre fifth wheel recreational trailers. The exterior griddle may have been incorrectly installed, allowing the griddle to be stowed while still connected to the LPG.",Stowing the griddle while connected to the LPG increases the risk of a fire.,"Dealers will install self-tapping screws to properly secure griddle to shelf, free of charge. Owner notifications letters were mailed July 11, 2025. Owners may contact Forest River customer service at 1-260-499-2100. Forest River's number for this recall is 62-1943.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,146.08999633789062,147.4499969482422,9697161216,-1.3,"Charles River Laboratories International, Inc."
276,2025-06-20,25V423000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V423000),"Forest River, Inc.",Incorrect Safety Chains May Fail,EQUIPMENT,220-1941,Vehicle,12,"Forest River, Inc. (Forest River) is recalling certain 2026 Spirit travel trailers. The installed safety chains may not meet the actual Gross Vehicle Weight Rating (GVWR) listed on the Federal Placard. This can cause the chains to fail, allowing the trailer to separate from the tow vehicle.",Separation of the trailer and tow vehicle increases the risk of a crash.,"Dealers will replace the safety chains, free of charge. All vehicles are still in dealer inventory and therefore no owner notification letters will be mailed. Owners may contact Forest River customer service at 1-574-825-8519. Forest River's number for this recall is 220-1941.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,146.08999633789062,147.4499969482422,9697161216,-1.3,"Charles River Laboratories International, Inc."
278,2025-06-19,25V405000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V405000),Shyft Group,360-Camera Monitor May Not Display,BACK OVER PREVENTION,25-15,Vehicle,871,Shyft Group (Shyft) is recalling certain 2024-2025 Utilimaster Aeromaster vehicles. The monitor in the 360-degree camera system may not display the correct image at start up.,"A monitor failing to display the correct image reduces the driver's view, increasing the risk of a crash.","Shyft will install an in-line circuit protector and monitor, free of charge. Owner notification letters were mailed August 8, 2025. Owners may contact Shyft customer service at 1-800-237-7806. Shyft's number for this recall is 25-15.",No,No,NYSE:SHYF,Alibaba Group Holding Ltd,BBAAY,,,,,
279,2025-06-19,25V419000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V419000),"Subaru of America, Inc.",Child Seat Anchor Bolt Not Tightened Properly,,WRC-25,Vehicle,2938,"Subaru of America, Inc. (Subaru) is recalling certain 2025 Forester vehicles. The child seat anchor bolts may have been improperly tightened, allowing the bolts to come loose.",A loose child seat anchor bolt increases the risk of injury to a child during a crash.,"Dealers will inspect the child seat anchor bolts and, if necessary, tighten the bolts, free of charge. Owner notification letters are expected to be mailed August 15, 2025. Owners may contact Subaru customer service at 1-844-373-6614. Subaru's number for this recall is WRC-25.",No,No,NYSE:,BANK OF AMERICA CORP /DE/,BACRP,,,,,Bank of America Corporation PFD SER B 7%
280,2025-06-19,25V385000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V385000),Vanguard National Trailer Corporation,Pintle Hook Box Assembly May Crack,,,Vehicle,2192,"Vanguard National Trailer Corporation (Vanguard) is recalling all 2021-2023 VXP 28-Foot Pup trailers. The pintle hook box assembly may crack or break, reducing the trailer's stability while being towed.","Trailer instability can cause a loss of control, increasing the risk of a crash.","Vanguard will inspect and repair the pintle hook box assembly as necessary, free of charge. Owner notification letters were mailed June 23, 2025. Owners may contact Vanguard customer service at 1-888-253-3008.",No,No,NYSE:,AMERICAN VANGUARD CORP,AVD,,,152107328,-4.47,American Vanguard Corporation
281,2025-06-19,25V418000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V418000),Mazda North American Operations,Transmission can be Shifted into Gear without Pressing Brake Pedal,ELECTRICAL SYSTEM,7725F,Vehicle,22,Mazda North American Operations (Mazda) is recalling certain 2025 CX-50 Hybrid vehicles. The transmission gear shifter can be moved from Neutral to Drive without pressing the brake pedal.,"Shifting into gear without the brake pedal depressed can result in unexpected vehicle movement, increasing the risk of a crash.","Dealers will replace the Engine Control Module (ECM) and reprogram the Hybrid Control Unit (HCU) and Power Control Unit (PCU), free of charge. Interim owner notification letters were mailed August 15, 2025. A second notice will be sent once the remedy becomes available, anticipated late summer 2025. Owners may contact Mazda customer service at 1-800-222-5500 Option 6. The manufacturer's number for this recall is 7725F.",No,No,NYSE:,"Libera Gaming Operations, Inc",LBRJ,,,,,
282,2025-06-18,25V416000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V416000),REV Recreation Group,Carbon Monoxide or Propane Detector Failure,EQUIPMENT,250618REV,Vehicle,141,"REV Recreation Group (REV) is recalling certain 2025-2026 Holiday Rambler Incline, and Fleetwood Altitude Class C motorhomes. The electrical components under the house entry steps may fail due to water intrusion, including the carbon monoxide (CO) or Liquid Propane (LP) detector.","A faulty CO or LP detector may not notify occupants of carbon monoxide or propane exposure, increasing the risk of injury or death.","Dealers will install latch covers on the entry steps, mudflaps, and seal the compartment seams, free of charge. Owner notification letters were mailed August 15, 2025. Owners may contact REV customer service at 1-800-322 8216. REV's number for this recall is 250618REV.",No,No,NYSE:,"REV Group, Inc.",REVG,44.39501942668339,44.2852783203125,2968890624,2.12,"REV Group, Inc."
285,2025-06-18,25V410000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V410000),"Tesla, Inc.",Seat Assembly Fasteners Improperly Tightened,SEATS,SB-25-13-003,Vehicle,48,"Tesla, Inc. (Tesla) is recalling certain 2026 Model 3 and Model Y vehicles. The fasteners attaching the seat back to the seat bottom may have been improperly tightened.","The seat may not properly restrain the occupant, increasing the risk of injury during a crash.","Tesla Service Centers will inspect and tighten or replace the seat assembly fasteners as necessary, free of charge. Owner notification letters were mailed August 16, 2025. Owners may contact Tesla customer service at 1-877-798-3752. Tesla's number for this recall is SB-25-13-003.",No,No,NYSE:TSLA,"Tesla, Inc.",TSLA,317.30999755859375,322.04998779296875,1442474229760,1.43,"Tesla, Inc."
286,2025-06-18,25V413000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V413000),Mazda North American Operations,Incorrect Module Software May Deploy Air Bag Improperly,AIR BAGS,7625F,Vehicle,2,Mazda North American Operations (Mazda) is recalling certain CX-50 Hybrid and CX-50 vehicles. Incorrectly configured module software may cause the air bag to deploy improperly.,An air bag that deploys improperly increases the risk of injury during a crash.,"Dealers will update the module software, free of charge. Owner notification letters are expected to be mailed August 17, 2025. Owners may contact Mazda customer service at 1-800-222-5500 Option 6. The manufacturer's number for this recall is 7625F.",No,No,NYSE:,"Libera Gaming Operations, Inc",LBRJ,,,,,
287,2025-06-13,25V407000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V407000),Ford Motor Company,Rear Door Window Bars and C-Pillar Trim May Detach,STRUCTURE,25S66,Vehicle,132914,"Ford Motor Company (Ford) is recalling certain 2020-2025 Aviator vehicles. The rear door window bars and C-pillar trim may have insufficient adhesive bonding, which can allow the trim to detach from the vehicle.",Detached trim may cause a road hazard and increase the risk of a crash.,"Dealers will repair or replace C-pillar appliques and window division bars, free of charge. Owner notification letters were mailed September 29, 2025. Owners may contact Ford Customer Service at 1-866-436-7332. Ford's number for this recall is 25S66.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
288,2025-06-13,25V404000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V404000),Ford Motor Company,Back Seat Occupants May Become Trapped,ELECTRICAL SYSTEM,25S65,Vehicle,197432,"Ford Motor Company (Ford) is recalling certain 2021-2025 Mustang Mach E vehicles. In the event of a low battery charge, the electronic door latches may remain locked once the driver or front passenger exits and shuts the door, possibly trapping someone who is unable to use the inside door release handles, such as a child in the back seat.",The inability to enter or exit the vehicle in an emergency increases the risk of injury.,"Dealers will update the Powertrain Control Module (PCM) and the Secondary On-Board Diagnostic Control Module C (SOBDMC) software, free of charge. Interim letters notifying owners of the safety risk were mailed to 2021-2024 Mustang Mach-E owners July 9, 2025. Mustang Mach-E 2021-2023 will receive a second notice once the remedy is available, anticipated for September 29, 2025. Additionally, Owner notification letters were mailed to 2024-2025 Mustang Mach-E owners July 9, 2025 and September 12, 2025. Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 25S65.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
289,2025-06-13,25V343000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V343000),Ford Motor Company,Block Heater May Overheat and Cause Fire,,25S52,Vehicle,6781,"Ford Motor Company (Ford) is recalling certain 2024-2025 Lincoln Nautilus, 2023-2025 Escape, 2023 Lincoln Corsair, 2025 Lincoln Corsair, Maverick, and Bronco Sport vehicles equipped with a 1.5L or 2.0L MPC engine and an engine block heater. The engine block heater may overheat when the vehicle is parked with the block heater plugged in.",An overheated engine block heater can increase the risk of a fire.,"Dealers will replace the block heater element and inspect the electrical cord, replacing it if necessary, free of charge. Owners will also have a alternative option to replace engine block heater element with a threaded blanking plug coupled, and remove the block heater electrical cord.  Interim letters, notifying owners of the safety risk, were mailed June 11, 2025.  A second notice will be sent once the final remedy is available. The parts are anticipated to be available the fourth quarter of 2025.  Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S52.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
290,2025-06-13,25V401000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V401000),Ford Motor Company,Sudden Loss of Brake Function,"SERVICE BRAKES, HYDRAULIC",25C26,Vehicle,2345,"Ford Motor Company (Ford) is recalling certain 2025  F-550 SD, F-450 SD, F-350 SD, and F-250 SD vehicles. The brake booster pushrod retaining spring may not have been installed, which can allow the pushrod to disconnect from the brake pedal and cause a sudden loss of brake function. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 135, ""Light Vehicle Brake Systems"" and 105, ""Hydraulic and electric brake systems.""",A sudden loss of brake function increases the risk of a crash.,"Owners are advised not to drive their vehicles until they have been repaired. Dealers will inspect and repair the brake pedal assembly as necessary, free of charge. Owner notification letters were mailed June 20, 2025.  Owners may contact Ford Customer Service at 1-866-436-7332.  Ford's number for this recall is 25C26.",No,Yes,NYSE:F,FORD MOTOR CO,F-PD,,,,,
